place_name,place_info,corpus,"coordinates (y, x)",query,
계단2,공대(공과대학) 5호관과 공대(공과대학) 4호관 사이 계단,"공대(공과대학) 5호관과 공대(공과대학) 4호관 사이에는 계단이 있습니다.
공대 5호관과 공대 4호관 사이 계단은 도서관에서 공대(공과대학)로 이동하는 학생들에게 중요한 통로 역할을 합니다.
공대(공과대학)에서 도서관으로 이동할 때 공대(공과대학) 4호관과 공대(공과대학) 5호관 사이의 있는 계단을 이용하면 빠르게 갈 수 있습니다.
공대(공과대학) 5호관과 4호관 사이 계단 옆에는 벤치가 있습니다.","35.8475, 127.1318","공대 5호관과 공대 4호관 사이 계단으로 배달해 주실 수 있나요?
공대 5호관과 공대 4호관 사이 통로인 계단으로 와주세요.
공대 5호관과 공대 4호관 사이 계단에서 행사를 진행하고 있습니다.
중앙도서관을 가기 위해 공대 5호관과 공대 4호관 사이 계단을 이용할 수 있는데 이 계단의 위치는 어디인가요?
공대 5호관에서 공대 4호관으로 빠르게 가기 위해 이용하는 계단이 있습니다.
공대 5호관에서 공대 4호관으로 빠르게 가기 위해 이용하는 계단으로 와주실 수 있나요?
공대 5호관과 공대 4호관 사이 계단에서 다치지 않게 조심하세요.
공대 5호관과 공대 4호관 사이 계단에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 공대 5호관과 공대 4호관 사이 계단으로 오시면 됩니다 여기서 기다리고 있을게요.
이곳은 공대 5호관과 공대 4호관 사이 계단입니다.",
계단3,공대(공과대학) 7호관 후문 계단,"공대(공과대학) 7호관 후문에는 계단이 있습니다.
공대(공과대학) 7호관 뒤에 있는 계단을 통해 올라가면 상과대학 1호관과 가깝습니다.
공대(공과대학)에서 사대부고로 가는 가장 빠른 길은 공대(공과대학) 7호관 뒤에 있는 계단을 이용하는 길입니다.
공대(공과대학) 7호관 후문 계단은 공대(공과대학)에서 사대부고로 가는 빠른 길 중에 하나입니다.","35.8456, 127.1345","사대부고에서 공대 7호관 후문에 있는 계단을 통해 지나갈 수 있습니다.
공대 7호관 후문에 있는 계단으로 와주세요.
공대 7호관에서 상대 1호관으로 이동하는 계단이 있습니다.
공대 7호관 후문 계단으로 와주실 수 있나요?
공대 7호관 뒤편 계단에 있겠습니다.
공대 7호관 후문 계단에서 친구를 만나려 합니다 여기로 오실 수 있나요?
배달오시면 공대 7호관 후문 계단에서 뵈어요.
공대 7호관 후문 계단에서 잠시 쉬고 있는 학생들 근처에서 기다리고 있을게요 여기로 전달 부탁드립니다.
공대 7호관 후문 계단에서 다치지 않게 조심하세요.
상대로 빠르게 이동할 수 있는 공대 7호관 후문 계단이 어디있나요?",
계단4,자연대(자연과학대학) 3호관 정자 옆 계단,"자연대(자연과학대학) 3호관 정자 옆에는 계단이 있습니다.
자연대(자연과학대학) 3호관 정자 옆 계단은 바로 앞 인도와 이어집니다.
분수대에서 자연대(자연과학대학) 3호관으로 가는 길에는 계단이 있습니다.
자연대 3호관 정자 옆의 계단은 학생들이 도로변으로 쉽게 나갈 수 있도록 도와주는 중요한 이동 수단입니다.","35.846927, 127.130070","자연대 3호관 정자 옆 계단으로 배달 가능한가요?
자연대(자연과학대학) 3호관 정자 옆 계단에서 친구를 기다릴 예정인데, 여기로 오시겠어요?
분수대에서 자연대 3호관 정자 옆 계단까지 배달 가능한가요?
자연대 3호관 정자 옆 계단 근처에서 손님을 만나려고 하는데 이곳으로 와 주실 수 있나요?
자연대 3호관 정자 옆 계단에 도착하면, 그곳에서 만나요.
자연대 3호관 정자에서 잠시 쉬고 있는 사람들 주변에서 기다리고 있을게요. 여기로 배달해주세요.
자연대(자연과학대학) 3호관 정자 옆 계단에서 친구를 만나려고 하는데, 여기로 올 수 있을까요?
자연대 3호관 정자 근처로 배달해주세요. 정확한 위치는 3호관 앞입니다.
자연대 3호관 정자 앞에서 손님을 맞이하려고 하는데, 이곳으로 오실 수 있을까요?
배달 도착하시면, 자연대 3호관 정자 옆으로 오시면 됩니다. 여기서 기다리고 있을게요.",
계단5,자연대(자연과학대학) 4호관 계단,"자연대(자연과학대학) 암석공원 앞에는 계단이 있습니다.
자연대(자연과학대학) 4호관 앞에는 인도와 이어지는 넓은 계단이 있습니다.
자연대(자연과학대학) 4호관 앞 계단은 학생들이 앉아서 휴식을 취하기에 적합한 장소입니다.
자연대(자연과학대학) 암석공원 앞 계단은 자연대(자연과학대학) 5호관과도 가깝습니다.","35.846335, 127.130302","자연대(자연과학대학) 암석공원 앞 계단으로 배달 가능한가요?
자연대 4호관 앞 계단에서 친구를 기다릴 예정인데, 여기로 오시겠어요?
자연대(자연과학대학) 4호관 앞 계단으로 와주세요.
자연대 4호관 앞 계단 근처에서 기다리고 있습니다.
자연대(자연과학대학) 암석공원 앞에 넓은 계단이 있나요?
자연대 4호관 앞 계단에서 잠시 쉬고 있는 사람들 주변에서 기다리고 있을게요. 여기로 배달 부탁드립니다.
자연대 암석공원 앞 계단에서 친구를 만나려고 하는데, 여기로 오시겠어요?
자연대 4호관 앞 계단 근처로 배달해주세요. 정확한 위치는 4호관 앞입니다.
자연대(자연과학대학) 4호관 앞 계단에서 행사를 하려고 하는데, 이곳으로 오실 수 있을까요?
배달 도착하시면, 자연대(자연과학대학) 4호관 앞 인도에 계단이 있습니다.",
계단6,자연대(자연과학대학) 5호관 계단,"자연대(자연과학대학) 5호관 주차장 앞에는 계단이 있습니다.
자연대(자연과학대학) 5호관 주차장 앞 계단은 자연대(자연과학대학) 5호관 입구와 이어집니다.
자연대(자연과학대학) 5호관 앞 계단을 올라가면 지쿠터 주차장이 있습니다.
자연대(자연과학대학) 5호관 인근의 계단은 학생들이 편리하게 이동할 수 있는 경로입니다.","35.845921, 127.130821","자연대 5호관 주차장 앞 계단으로 배달 가능한가요?
자연대(자연과학대학) 5호관 주차장 앞 계단에서 친구를 기다릴 예정인데, 여기로 오시겠어요?
자연대 5호관 앞 계단으로 와주세요.
자연대(자연과학대학) 5호관 앞 계단 근처에서 손님을 만나려고 하는데, 이곳으로 와 주실 수 있나요?
자연대(자연과학대학) 5호관 주차장 앞 계단에서 사람들을 만날 예정입니다. 여기로 와주세요.
자연대(자연과학대학) 5호관 주차장 앞 계단에서 잠시 쉬고 있는 사람들 주변에서 기다리고 있을게요. 여기로 배달 부탁드립니다.
자연대(자연과학대학) 5호관 주차장 앞 계단이고, 주변에 지쿠터 주차장이 보이는데 여기로 오시겠어요?
자연대 5호관 앞 계단 근처로 배달해주세요. 정확한 위치는 5호관 앞입니다.
자연대 5호관 주차장 앞 계단으로 편하게 오세요.
배달 도착하시면, 자연대(자연과학대학) 5호관 주차장 앞 계단으로 오시면 됩니다. 여기서 기다리고 있을게요.",
계단7,농대(농생대) 1호관 계단,"농대(농생대) 1호관 계단은 농대(농생대) 1호관 앞 도로와 농대(농생대) 1호관을 직접 연결합니다.
농대(농생대) 1호관 정문 앞에는 계단이 있습니다.
농대(농생대) 1호관 앞 계단을 올라오면 양 옆 잔디밭에 벤치가 있습니다.
이 계단은 농대(농생대) 1호관과 주변 도로를 잇는 중요한 연결점입니다.","35.848960, 127.130746","농대 1호관 계단으로 배달 가능한가요?
농생대 1호관 정문 앞 계단에서 친구를 기다릴 예정인데, 여기로 오시겠어요?
농생대 1호관 앞 계단에서 배달 가능한가요?
농대(농생대) 1호관 앞 계단 근처에서 손님을 만나려고 하는데, 이곳으로 와 주실 수 있나요?
농대(농생대) 1호관 앞 계단입니다.
농대(농생대) 1호관 계단에서 잠시 쉬고 있는 사람들 주변에서 기다리고 있을게요. 여기로 배달 부탁드립니다.
농생대 1호관 계단에서 친구를 만날 예정입니다.
농대 1호관 잔디밭에 계단이 있습니다.
농대 1호관 앞 도로와 농대 1호관을 연결한느 계단을 알려주세요.
배달 도착하시면, 농대 1호관 앞 계단으로 오시면 됩니다. 여기서 기다리고 있을게요.",
계단8,농대(농생대) 3호관과 학술림이 이어지는 계단,"농대(농생대) 3호관과 학술림 사이에는 계단이 있습니다.
농대(농생대) 3호관정문을 바라보고 건물을 따라 오른쪽으로 걸어오면 학술림으로 이어지는 계단이 있습니다.
농대(농생대) 3호관에서 학술림으로 가는 가장 빠른 길은 이 계단을 이용하는 길입니다.
학술림 입구를 마주보면 왼쪽에 농대(농생대) 3호관으로 가는 계단이 있습니다.","35.8488, 127.1343","""농대(농생대) 3호관과 학술림 사이 계단으로 배달 가능한가요?""
""농대(농생대) 3호관 정문에서 학술림으로 가는 계단이 있는데, 여기로 와주세요.""
""농대(농생대) 3호관에서 학술림으로 가는 계단을 이용하려고 하는데, 이 길로 오시겠어요?""
""학술림 입구를 마주보면 왼쪽에 농대(농생대) 3호관으로 가는 계단이 있는데, 여기로 오시겠어요?""
""농대(농생대) 3호관과 학술림 사이 계단으로 배달해주세요.""
""농대(농생대) 3호관과 학술림 사이 계단에서 친구를 기다릴 예정인데, 여기로 오시겠어요?""
""농대(농생대) 3호관에서 학술림으로 가는 가장 빠른 길은 이 계단을 이용하는 길이에요. 이곳으로 배달해주세요.""
""농대(농생대) 3호관과 학술림 사이 계단에서 손님을 만나려고 하는데, 이곳으로 와 주실 수 있나요?""
""농대(농생대) 3호관 정문에서 학술림으로 가는 계단으로 배달해주세요.""
""배달 도착하시면, 농대(농생대) 3호관과 학술림 사이 계단으로 오시면 됩니다. 여기서 기다리고 있을게요.""",
계단9,공대(공과대학) 4호관과 공대(공과대학) 9호관 사이 계단,"공대(공과대학) 4호관과 공대(공과대학) 9호관 사이에는 계단이 있습니다.
공대(공과대학) 4호관과 옆 계단을 내려가면 건너편에 공대(공과대학) 8호관이 위치해 있습니다.
공대(공과대학) 9호관 옆 계단 근처에는 지쿠터 주차장이 있습니다.
공대(공과대학) 4호관과 공대(공과대학) 9호관 사이의 계단은 공대(공과대학) 8호관으로 향하는 주요 통로 역할을 합니다.","35.8475, 127.1333","공대 4호관과 공대 9호관 사이 계단으로 배달 가능한가요?
공대 4호관과 공대 9호관 옆 계단을 내려가면 건너편에 공대 8호관이 위치해 있는데, 이곳으로 와주세요.
공과대학 9호관 지쿠터 주차장 근처 계단이 있는데, 여기로 배달해주세요.
공대 4호관과 공대 9호관 사이의 계단을 이용하여 배달해주세요.
공대(공과대학) 4호관과 공대(공과대학) 9호관 사이 계단에서 행사를 진행합니다.
공대 8호관으로 갈 수 있는 공대 4호관과 9호관 사이의 계단을 알려주세요.
공대(공과대학) 4호관과 공대(공과대학) 9호관 사이의 계단에서 손님을 기다릴 예정인데, 이곳으로 와 주실 수 있나요?
공대(공과대학) 4호관과 공대(공과대학) 9호관 사이의 계단을 내려가면 공대(공과대학) 8호관이 있어요.
배달 도착하시면, 공대(공과대학) 4호관과 공대(공과대학) 9호관 사이의 계단으로 오시면 됩니다. 여기서 기다리고 있을게요.
공대(공과대학) 4호관과 공대(공과대학) 9호관 사이의 계단을 통해 공대 8호관으로 가실 수 있습니다.",
구조물1,공대(공과대학) 1호관 정문 전광판,"공대(공과대학) 1호관 정문 앞 잔디밭에는 전광판이 있습니다.
공대(공과대학) 1호관 앞 전광판 옆에는 비석이 있습니다.
공대(공과대학) 1호관으로 가는 지름길 옆에는 전광판이 있습니다.
공대(공과대학) 1호관 앞 전광판을 통해 학교의 주요한 공지사항을 접할 수 있습니다.","35.8461, 127.1321","공대(공과대학) 1호관 정문 앞 잔디밭에 있는 전광판으로 배달 가능한가요?
공대(공과대학) 1호관 앞 전광판 옆에 있는 비석에서 만나자.
공대(공과대학) 1호관으로 가는 지름길 옆에 있는 전광판에서 행사를 진행합니다.
공대(공과대학) 1호관 앞 전광판으로 배달하려고 하는데, 가능한가요?
공대(공과대학) 1호관 정문 앞 잔디밭에 있는 전광판을 통해 배달해주세요.
공대(공과대학) 1호관 앞 전광판 옆에 있는 비석에서 배달 부탁드립니다.
전광판을 통해 학교의 주요한 공지사항을 확인하고자 하는데, 공대(공과대학) 1호관 앞 전광판으로 와주세요.
공대 1호관으로 가는 지름길 옆 전광판에서 친구를 기다리고 있어요. 이곳으로 오시겠어요?
배달 도착하시면, 공대(공과대학) 1호관 앞 전광판을 통해 오시면 됩니다. 여기서 기다리고 있을게요.
공대 1호관 앞 전광판이 있습니다.",
구조물2,공대(공과대학) 1호관 정문 비석,"공대(공과대학) 1호관 정문 앞 잔디밭에는 비석이 있습니다.
공대(공과대학) 1호관 정문 옆에 위치한 비석은 건물의 역사적 가치를 상징합니다.
공대(공과대학) 1호관 비석 옆에는 지름길이 있습니다.
공대(공과대학) 1호관 비석 근처에는 큰 나무가 많습니다.","35.8461, 127.1321","공대 1호관 정문 앞 잔디밭에 있는 비석으로 배달 가능한가요?
건물의 역사적 가치를 상징하는 공대(공과대학) 1호관 정문 옆 비석에서 행사를 진행합니다.
공대(공과대학) 1호관으로 가는 지름길 근처에 있는 비석이 있습니다.
공대(공과대학) 1호관 정문 앞 비석을 통해 배달하려고 하는데, 가능한가요?
공대(공과대학) 1호관 정문 앞 잔디밭에 있는 비석으로 전달해주세요.
건물의 역사적 가치를 상징하는 공대(공과대학) 1호관 정문 옆 비석에서 만나자.
비석 옆에 있는 지름길에서 배달해주세요. 공대(공과대학) 1호관으로 가려고 해요.
건물의 역사적 가치를 상징하는 공대(공과대학) 1호관 정문 옆 비석에서 친구를 기다리고 있어요. 이곳으로 오시겠어요?
배달 도착하시면, 공대(공과대학) 1호관 정문 앞 비석을 통해 오시면 됩니다. 여기서 기다리고 있을게요.
공대 1호관 정문 앞 비석을 이용하여 배달해주세요. 건물의 역사적 가치를 상징하고 있어요.",
구조물3,공대(공과대학) 5호관 철봉,"자연대(자연과학대학) 본관에서 공대(공과대학) 5호관으로 이어지는 지름길을 올라오면 철봉이 있습니다.
공대(공과대학) 5호관 입구로 연결되는 다리 옆에는 철봉이 설치되어 있습니다.
공대(공과대학) 5호관 철봉 근처에는 큰 나무가 많습니다.
공대(공과대학) 5호관 철봉은 간단한 운동을 하는 데 이용됩니다.","35.8472, 127.1314","자연대(자연과학대학) 본관에서 공대(공과대학) 5호관으로 이어지는 지름길 철봉 근처에서 배달 가능한가요?
공대(공과대학) 5호관 입구로 연결되는 다리 옆 철봉에서 친구를 만날 예정이에요. 여기로 오세요.
자연대 본관에서 공대 5호관으로 이어지는 지름길 철봉으로 음식을 배달해주세요.
공대 5호관 철봉 근처에 큰 나무가 많다던데, 그곳에 배달 가능한가요?
간단한 운동을 위해 공대 5호관 철봉으로 오시면 됩니다. 
공대(공과대학) 5호관에 낡은 철봉이 있습니다.
공대(공과대학) 5호관 입구로 연결되는 다리 옆 철봉에서 친구를 기다리고 있어요. 여기로 오시겠어요?
음식 배달 도착하시면, 자연대 본관에서 공대 5호관으로 이어지는 지름길 철봉으로 오시면 됩니다. 기다리고 있을게요.
자연대 본관에서 공대 5호관으로 이어지는 지름길 철봉은 어디있나요?
공대 5호관 철봉이 어디있는지 아시나요?",
구조물3,공대(공과대학) 2호관 철봉,"공대(공과대학) 2호관 뒤편 잔디밭에서 공대(공과대학) 5호관 방향으로 걸어가면 철봉이 있습니다.
자연대(자연과학대학) 본관에서 공대(공과대학) 2호관으로 이어지는 지름길을 올라오면 철봉이 설치되어 있습니다.
공대(공과대학) 2호관 철봉 근처에는 큰 나무가 많습니다.
공대(공과대학) 2호관 철봉은 간단한 운동을 하는 데 이용됩니다.","35.8472, 127.1314","공대 2호관에서 자연대로 이어지는 지름길 철봉 근처에 배달 가능한가요?
공과대학 2호관 옆 철봉에서 친구를 만날 예정이에요. 여기로 오세요.
자연대 본관에서 공대 2호관으로 이어지는 지름길 위의 철봉으로 와주세요.
공대 2호관 철봉 근처에 큰 나무가 많습니다.
간단한 운동을 위해 공대 2호관 철봉으로 오시면 됩니다. 
공대(공과대학) 2호관에 낡은 철봉이 있습니다.
공대(공과대학) 2호관 입구로 연결되는 다리 옆 철봉에서 친구를 기다리고 있어요. 여기로 오시겠어요?
음식 배달 도착하시면, 자연대 본관에서 공대 2호관으로 이어지는 지름길 철봉으로 오시면 됩니다. 기다리고 있을게요.
자연대 본관에서 공대 2호관으로 이어지는 지름길 철봉은 어디있나요?
공대 2호관 철봉이 어디있는지 아시나요?",
구조물4,공대(공과대학) 7호관 비행기,"공대(공과대학) 7호관 옆에는 비행기 모형이 설치되어 있습니다.
공대(공과대학) 7호관 비행기 근처에는 정자가 있습니다.
공대(공과대학) 1호관 정문에서 공대(공과대학) 7호관으로 이동하는 길에는 비행기 모형이 있습니다.
공대(공과대학) 비행기는 공대(공과대학) 7호관 흡연부스 근처에 위치해 있습니다.","35.846330, 127.133428","공대(공과대학) 7호관 옆 비행기 모형 근처로 와주세요.
공대 7호관 비행기 근처의 정자에서 음식을 배달해주세요.
공대 1호관 정문에서 공대 7호관까지 가는 도중에 비행기 모형이 있는데, 그곳으로 배달 가능한가요?
공대 7호관 흡연부스 근처에 위치한 공대 비행기는 어디있나요?
비행기 모형이 있는 공대(공과대학) 7호관 옆에서 음식을 배달해주세요.
음식 배달 도착하시면, 공대 7호관 옆 비행기 모형 근처로 오시면 됩니다.
공대 1호관 정문에서 공대 7호관까지 가는 도중에 있는 비행기 모형 근처에서 음식을 배달해주세요.
정자가 있는 공대(공과대학) 7호관 옆에서 친구를 기다리고 있어요. 여기로 음식을 배달해주세요.
공대 7호관 옆 비행기 모형 근처로 차를 가지고 와주세요.
공대 1호관 정문에서 공대 7호관까지 가는 길 중에 비행기 모형이 있는데, 여기로 배달 가능한가요?",
구조물5,중앙도서관 비석 (흙),"중앙도서관 앞에는 '흙'이라는 문구가 쓰인 비석이 있습니다.
중앙도서관에서 온실로 가는 길목에는 개교 70주년을 기념하는 비석이 세워져 있습니다.
중앙도서관 잔디밭에서 '흙' 비석을 지나면 농대(농생대) 부속농장이 나옵니다.
중앙도서관과 기숙사를 오가는 길은 '흙' 비석을 지나는 길이 가장 빠른 길입니다.","35.848600, 127.130431","중앙도서관 앞 '흙' 비석에서 음식 배달 가능한가요?
중앙도서관 근처에 개교 70주년 비석이 있습니다.
중앙도서관 잔디밭에서 '흙' 비석을 지나 농대 부속농장으로 배달 부탁드립니다.
중앙도서관과 기숙사를 오가는데 '흙' 비석을 따라오면 됩니다. 손님이 기다리고 있어요.
중앙도서관 앞 '흙' 비석에서 친구를 부를 예정입니다. 이곳으로 와주세요.
중앙도서관에서 개교 70주년 비석으로 가는 길에 음식 배달 가능한가요?
중앙도서관 '흙' 비석을 지나 농대 부속농장으로 배달 요청드립니다.
중앙도서관과 기숙사 사이 '흙' 비석을 따라오면 됩니다. 도착 예정입니다.
중앙도서관 앞 '흙' 비석에서 손님을 부를 예정입니다. 이곳으로 와주세요.
중앙도서관 앞에 개교 70주년 비석이 있는데, 이곳으로 음식 배달 가능한가요?",
구조물6,"농대(농생대) 본관 비석, 돌","농대(농생대) 본관 앞 잔디밭에는 비석이 세워져 있습니다.
이 비석은 농대(농생대) 본관의 특별한 랜드마크로 자리 잡고 있습니다.
농대(농생대) 본관 비석 뒤에는 수국정원이 있습니다.
농대(농생대) 본관 비석 앞에는 지쿠터 주차장이 있습니다.","35.848991, 127.132763","농대 본관 앞 잔디밭의 비석에서 음식 배달 가능한가요?
농대 본관의 랜드마크 비석 근처로 와주세요.
농대 본관 비석 뒤에 있는 수국정원으로 배달해주세요.
농대 본관 비석 앞에 위치한 지쿠터 주차장에서 음식을 받을 예정입니다. 가능한가요?
농대 본관 앞 잔디밭 비석에서 손님을 부를 예정입니다. 이곳으로 와주세요.
농대 본관 비석 뒤의 수국정원에서 음식 배달이 가능한가요?
농대 본관 비석 앞에 있는 지쿠터 주차장으로 배달해주세요.
농대 본관 앞 잔디밭의 비석에서 친구를 기다릴 예정입니다. 이곳으로 와주세요.
농대 본관의 특별한 랜드마크 비석 근처에서 음식 배달 가능한가요?
농대 본관 비석 뒤의 수국정원으로 물건 배송해주세요.",
구조물7,농대(농생대) 2호관 뒤 철봉,"공대(공과대학) 2호관 뒤편에는 철봉이 있습니다.
공대(공과대학) 2호관 뒤에 설치된 철봉은 공대(공과대학) 2호관 뒤 벤치와 가깝습니다.
공대(공과대학) 2호관 부속건물 옆에는 철봉이 있습니다.
공대(공과대학) 2호관의 철봉은 학생들이 집중력을 향상시키기 위한 간단한 운동을 하는 데 이용됩니다.","35.8494, 127.1315","공대 2호관 뒤편 철봉에서 음식 배달 가능한가요?
공대 2호관 뒤 벤치 근처 철봉으로 와주세요.
공대 2호관 부속건물 옆 철봉에서 음식을 받을 예정입니다.
공대 2호관의 철봉을 이용하여 간단한 운동을 할 예정입니다. 이곳으로 오세요.
공대 2호관 뒤편 철봉 옆 벤치 근처에서 음식 배달 부탁드립니다.
공대 2호관 부속건물 옆에 있는 철봉으로 와주세요.
공대 2호관의 철봉은 어디있나요?
공대 2호관 뒤편 철봉 근처에서 친구를 부를 예정입니다. 이곳으로 와주세요.
공대 2호관 뒤 벤치와 가까운 철봉에서 다들 모이기로 했습니다.
공대 2호관 부속건물 옆 철봉을 이용하여 운동을 할 예정입니다. 가능한가요?",
지름길1,공대(공과대학) 1호관 정문 지름길,"공대(공과대학) 1호관 앞 전광판과 비석 옆에 지름길이 있습니다.
공대 1호관 앞 지름길을 가로질러서 자연대로 이동할 수 있습니다. 
공대(공과대학) 1호관 정문 앞 지름길은 흙 길에 있습니다. 
공대(공과대학) 1호관 바로 앞에 지름길이 있습니다.","35.8463, 127.1320","공대 1호관 앞 전광판과 비석 옆에 지름길이 있습니다.
공대 1호관에서 자연대로 가려는데 지름길은 어디있나요?
공대 1호관 정문 앞 지름길은 어디에 있나요?
공대 1호관 앞 지름길을 따라 자연대로 이동할 예정입니다. 지름길로 모여주세요.
공대 1호관 정문 앞 지름길을 통해 자연대로 가려고 합니다. 가능한가요?
공대 1호관 바로 앞에 있는 지름길을 이용하여 자연대로 가려고 합니다. 가능한가요?
공대 1호관 앞 전광판과 비석 옆 지름길을 따라 자연대로 이동합니다. 가능한가요?
공대 1호관 앞 지름길을 통해 자연대로 이동하려고 합니다. 가능한가요?
공대 1호관 정문 앞 지름길이 흙 길에 있습니다.
공대 전광판과 비석을 가로지르는 지름길을 알려주세요.",
지름길10,농대(농생대) 공터와 캠퍼스 텃밭이 이어지는 지름길,"농대(농생대) 공터에서 캠퍼스 텃밭까지는 지름길을 통해 빠르게 갈 수 있어요. 
텃밭을 보러 갈 때는 농대(농생대) 공터 옆의 지름길을 이용하면 돼요. 
농대(농생대) 공터에서 시작해 캠퍼스 텃밭에 이르는 이 길은 학생들에게 잘 알려지지 않았어요. 
캠퍼스 텃밭으로 가는 빠른 길 중 하나는 농대(농생대) 공터 옆의 이 지름길이에요.","35.849183, 127.129787","농대(농생대) 공터에서 캠퍼스 텃밭까지 가는 빠른 지름길을 알려주세요.
농대(농생대) 공터 옆의 지름길을 이용하고 싶습니다.
농대(농생대) 공터에서 캠퍼스 텃밭까지 가는 길을 알려주세요.
농대 공터에서 캠퍼스 텃밭으로 가는 길이 있나요?
농대(농생대) 공터에서 시작해서 캠퍼스 텃밭으로 가는 지름길의 위치를 말해주세요.
텃밭으로 연결되는 농대(농생대) 공터 옆의 이 길로 모여주세요.
캠퍼스 텃밭을 찾아가는 길이 학생들 사이에서 알려지지 않은 길이 있는데 어디인가요?
농대(농생대) 공터와 캠퍼스 텃밭 사이의 다른 빠른 이동 경로를 알려주세요. 
농대의 캠퍼스 텃밭과 공터가 이어지는 지름길이 있어요.
농대(농생대) 공터에서 캠퍼스 텃밭까지 가는 길로 배달해주세요.",
지름길10,농대(농생대) 공터와 캠퍼스 텃밭이 이어지는 언덕,"캠퍼스 텃밭으로 가는 언덕은 농대(농생대) 공터에서 시작해요. 
농대 공터에서 언덕을 지나가면서 캠퍼스의 텃밭을 볼 수 있어요. 
캠퍼스 텃밭으로 이어지는 언덕은 농대(농생대) 공터에서 시작하는데, 걷기에 좋아요. 
농대(농생대) 공터에서 텃밭으로 가는 길은 언덕을 따라 자연스럽게 이어져요.","35.849183, 127.129787","언덕을 따라 농대(농생대) 공터에서 시작해서 캠퍼스 텃밭으로 가는 이 길은 어떤 경로를 따라가나요?
농대(농생대) 공터에서 시작하는 캠퍼스 텃밭 언덕을 알려줘.
농대(농생대) 공터에서 시작하는 캠퍼스 텃밭 언덕으로 배달해주세요.
캠퍼스 텃밭으로 가는 언덕은 농대 공터쪽에 있습니다.
농대 공터에서 시작하는 캠퍼스 텃밭 언덕에서 행사를 진행합니다.
농대 공터와 캠퍼스 텃밭 사이 언덕에서 친구와 만납니다.
농대(농생대) 공터와 캠퍼스 텃밭 사이의 언덕으로 와줄 수 있나요?
농대(농생대) 공터에서 캠퍼스 텃밭까지 이동하기 위한 언덕의 위치를 알고 싶습니다.
농대(농생대) 공터에서 캠퍼스 텃밭까지 연결되는 언덕으로 차를 가지고 와주세요.
농대(농생대) 공터에서 시작하는 캠퍼스 텃밭 언덕의 위치?",
지름길11,공대(공과대학) 8호관 뒤 도로와 학술림이 이어지는 지름길,"공대(공과대학) 8호관 뒤쪽으로 가면 학술림으로 직접 가는 지름길이 있어요. 
공대 8호관 뒤 도로와 학술림을 잇는 지름길은 조용해요. 
공대(공과대학) 8호관 뒤쪽 도로에서 시작하는 지름길은 학술림까지 이어져 조용한 산책을 즐길 수 있어요. 
학술림으로 가는 가장 빠른 길은 공대(공과대학) 8호관 뒤편에 있어요.","35.8487, 127.1338","학술림으로 가는 공대 8호관 뒤쪽 지름길은 어디있나요?
공대 8호관 뒤 도로와 학술림을 잇는 조용한 지름길의 위치를 알려주세요.
공대(공과대학) 8호관 뒤쪽 도로에서 시작하는 지름길로 와주세요.
학술림까지 이어지는 지름길을 따라 조용한 산책을 즐길 수 있으니, 그곳으로 와주세요.
학술림으로 가는 가장 빠른 길인 공대(공과대학) 8호관 뒤편의 지름길을 이용해주세요.
공대 8호관 뒤쪽 지름길이 무엇을 말하는 것인가요?
학술림에서 공대 8호관으로 이동할 수 있는 길을 알려줘.
공대 8호관 뒤쪽 도로에 있는 지름길을 통해 학술림까지 이동할 수 있어?
공대 8호관에서 학술림으로 가는 길이 있는데, 이 곳으로 배달해주세요.
공대(공과대학) 8호관 뒤쪽 조용한 지름길로 모여주세요.",
지름길2,공대(공과대학) 5호관에서 자연대(자연과학대학) 본관 이어지는 지름길,"공대(공과대학) 5호관과 자연대(자연과학대학) 본관을 오가는 학생들은 이 지름길을 종종 이용해요. 
자연대(자연과학대학) 본관으로 가는 길에는 공대(공과대학) 5호관 옆 지름길이 있습니다. 
공대(공과대학) 5호관에서 바로 자연대(자연과학대학) 본관으로 연결되는 지름길을 이용하면 시간을 절약할 수 있어요.  
자연대(자연과학대학) 본관으로 가는 지름길은 공대(공과대학) 5호관 뒤편에서 찾을 수 있습니다.","35.8476, 127.1309","자연대(자연과학대학) 본관과 공대(공과대학) 5호관을 오가는 학생들이 자주 이용하는 이 지름길은 어디에 있나요?
자연대(자연과학대학) 본관으로 가는 길에 위치한 공대(공과대학) 5호관 옆 지름길을 따라와주세요.
공대(공과대학) 5호관에서 자연대(자연과학대학) 본관으로 바로 연결되는 지름길을 이용하기위한 위치를 알려주세요.
공대 5호관에서 자연대(자연과학대학) 본관으로 가는 지름길을 찾아주세요.
공대 5호관에서 자연대 본관으로 가는 길에서 만나요.
공대 5호관 뒤편에 위치한 이 지름길을 통해 자연대 본관으로 가는 지름길에 배달해주세요.
공대 5호관에서 자연대 본관으로 이동할 수 있는 길은?
자연대 본관에서 공대 5호관으로 이어지는 길을 알려주세요.
공대(공과대학) 5호관 옆 지름길을 통해 자연대로 이동하는 길에 배달해주세요.
공대 5호관 뒤편에서 자연대로 이어지는 지름길로 모여주세요.",
